Strain : Tensile strain (Extension) gauge length,"100.00000",mm

Time,Extension,Load
(s),(mm),(N)
"7.84300","0.00000","-1.75545"
"7.85300","0.00000","-1.79854"
"7.86300","0.00000","-1.84055"
"7.87300","0.00000","-1.89033"
"7.88300","0.00000","-1.94575"
"7.89300","0.00000","-1.99873"
"7.90300","0.00000","-2.04856"
"7.91300","0.00000","-2.08915"
"7.92300","0.00000","-2.12511"
"7.93300","0.00000","-2.16973"
"7.94300","0.00000","-2.22335"
"7.95300","0.00000","-2.28210"
"7.96300","0.00000","-2.33662"
"7.97300","0.00000","-2.38346"
"7.98300","0.00000","-2.42311"
"7.99300","0.00000","-2.46406"
"8.00300","0.00000","-2.51132"
"8.01300","0.00000","-2.56337"
"8.02300","0.00000","-2.61741"
"8.03300","0.00000","-2.66741"
"8.04300","0.00000","-2.71163"
"8.05300","0.00000","-2.75350"
"8.06300","0.00000","-2.79543"
"8.07300","0.00000","-2.84501"
"8.08300","0.00000","-2.89878"
"8.09300","0.00000","-2.94983"
"8.10300","0.00000","-2.99705"
"8.11300","0.00000","-3.04279"
"8.12300","0.00000","-3.08757"
"8.13300","0.00000","-3.13087"
"8.14300","0.00000","-3.17861"
"8.15300","0.00000","-3.22695"
"8.16300","0.00000","-3.27685"
"8.17300","0.00000","-3.32921"
"8.18300","0.00000","-3.37887"
"8.19300","0.00000","-3.42797"
"8.20300","0.00000","-3.47336"
"8.21300","0.00000","-3.51626"
"8.22300","0.00000","-3.55889"
"8.23300","0.00000","-3.60654"
"8.24300","0.00000","-3.65970"
"8.25300","0.00000","-3.71437"
"8.26300","0.00000","-3.76604"
"8.27300","0.00000","-3.81074"
"8.28300","0.00000","-3.85301"
"8.29300","0.00000","-3.89233"
"8.30300","0.00000","-3.93396"
"8.31300","0.00000","-3.98387"
"8.32300","0.00000","-4.03757"
"8.33300","0.00000","-4.09650"
"8.34300","0.00000","-4.15565"
"8.35300","0.00000","-4.20654"
"8.36300","0.00000","-4.24947"
"8.37300","0.00000","-4.28978"
"8.38300","0.00000","-4.33195"
"8.39300","0.00000","-4.37743"
"8.40300","0.00000","-4.42844"
"8.41300","0.00000","-4.48008"
"8.42300","0.00000","-4.53063"
"8.43300","0.00000","-4.58138"
"8.44300","0.00000","-4.63069"
"8.45300","0.00000","-4.67987"
"8.46300","0.00000","-4.72659"
"8.47300","0.00000","-4.76827"
"8.48300","0.00000","-4.80792"
"8.49300","0.00000","-4.84973"
"8.50300","0.00000","-4.90043"
"8.51300","0.00000","-4.95817"
"8.52300","0.00000","-5.01759"
"8.53300","0.00000","-5.06945"
"8.54300","0.00000","-5.11154"
"8.55300","0.00000","-5.14920"
"8.56300","0.00000","-5.18521"
"8.57300","0.00000","-5.22970"
"8.58300","0.00000","-5.28628"
"8.59300","0.00000","-5.34694"
"8.60300","0.00000","-5.40282"
"8.61300","0.00000","-5.44635"
"8.62300","0.00000","-5.48023"
"8.63300","0.00000","-5.51730"
"8.64300","0.00000","-5.56605"
"8.65300","0.00000","-5.62383"
"8.66300","0.00000","-5.67987"
"8.67300","0.00000","-5.73097"
"8.68300","0.00000","-5.77490"
"8.69300","0.00000","-5.81570"
"8.70300","0.00000","-5.85854"
"8.71300","0.00000","-5.90430"
"8.72300","0.00000","-5.95656"
"8.73300","0.00000","-6.00839"
"8.74300","0.00000","-6.05633"
"8.75300","0.00000","-6.09897"
"8.76300","0.00000","-6.14236"
"8.77300","0.00000","-6.19095"
"8.78300","0.00000","-6.24263"
"8.79300","0.00000","-6.29480"
"8.80300","0.00000","-6.34339"
"8.81300","0.00000","-6.38990"
"8.82300","0.00000","-6.43737"
"8.83300","0.00000","-6.48657"
"8.84300","0.00000","-6.53763"
"8.85300","0.00000","-6.58733"
"8.86300","0.00000","-6.63405"
"8.87300","0.00000","-6.67723"
"8.88300","0.00000","-6.71884"
"8.89300","0.00000","-6.76584"
"8.90300","0.00000","-6.81960"
"8.91300","0.00000","-6.87669"
"8.92300","0.00000","-6.92933"
"8.93300","0.00000","-6.97473"
"8.94300","0.00000","-7.01496"
"8.95300","0.00000","-7.05498"
"8.96300","0.00000","-7.09963"
"8.97300","0.00000","-7.14655"
"8.98300","0.00000","-7.19793"
"8.99300","0.00000","-7.24984"
"9.00300","0.00000","-7.29980"
"9.01300","0.00000","-7.34955"
"9.02300","0.00000","-7.39700"
"9.03300","0.00000","-7.44144"
"9.04300","0.00000","-7.48495"
"9.05300","0.00000","-7.52820"
"9.06300","0.00000","-7.57093"
"9.07300","0.00000","-7.61764"
"9.08300","0.00000","-7.67273"
"9.09300","0.00000","-7.73207"
"9.10300","0.00000","-7.78618"
"9.11300","0.00000","-7.82704"
"9.12300","0.00000","-7.85976"
"9.13300","0.00000","-7.89656"
"9.14300","0.00000","-7.94305"
"9.15300","0.00000","-7.99896"
"9.16300","0.00000","-8.05718"
"9.17300","0.00000","-8.10893"
"9.18300","0.00000","-8.15612"
"9.19300","0.00000","-8.19874"
"9.20300","0.00000","-8.23774"
"9.21300","0.00000","-8.27636"
"9.22300","0.00000","-8.32257"
"9.23300","0.00000","-8.37230"
"9.24300","0.00000","-8.42325"
"9.25300","0.00000","-8.47560"
"9.26300","0.00000","-8.52589"
"9.27300","0.00000","-8.57674"
"9.28300","0.00000","-8.62290"
"9.29300","0.00000","-8.65418"
"9.30300","0.00000","-8.66923"
"9.31300","0.00000","-8.66229"
"9.32300","0.00000","-8.63809"
"9.33300","0.00000","-8.60367"
"9.34300","0.00000","-8.56616"
"9.35300","0.00000","-8.52745"
"9.36300","0.00000","-8.48326"
"9.37300","0.00000","-8.43204"
"9.38300","0.00000","-8.37208"
"9.39300","0.00000","-8.31416"
"9.40300","0.00000","-8.26336"
"9.41300","0.00000","-8.21889"
"9.42300","0.00000","-8.17836"
"9.43300","0.00000","-8.13650"
"9.44300","0.00000","-8.08900"
"9.45300","0.00000","-8.03788"
"9.46300","0.00000","-7.98737"
"9.47300","0.00000","-7.94046"
"9.48300","0.00000","-7.89701"
"9.49300","0.00000","-7.85833"
"9.50300","0.00000","-7.81358"
"9.51300","0.00000","-7.76254"
"9.52300","0.00000","-7.70764"
"9.53300","0.00000","-7.65211"
"9.54300","0.00000","-7.60243"
"9.55300","0.00000","-7.55672"
"9.56300","0.00000","-7.51358"
"9.57300","0.00000","-7.47264"
"9.58300","0.00000","-7.43228"
"9.59300","0.00000","-7.38851"
"9.60300","0.00000","-7.33924"
"9.61300","0.00000","-7.28752"
"9.62300","0.00000","-7.23249"
"9.63300","0.00000","-7.17753"
"9.64300","0.00000","-7.12639"
"9.65300","0.00000","-7.08062"
"9.66300","0.00000","-7.04021"
"9.67300","0.00000","-7.00253"
"9.68300","0.00000","-6.96451"
"9.69300","0.00000","-6.91945"
"9.70300","0.00000","-6.86482"
"9.71300","0.00000","-6.80618"
"9.72300","0.00000","-6.75242"
"9.73300","0.00000","-6.70593"
"9.74300","0.00000","-6.66257"
"9.75300","0.00000","-6.62153"
"9.76300","0.00000","-6.57661"
"9.77300","0.00000","-6.52542"
"9.78300","0.00000","-6.47279"
"9.79300","0.00000","-6.41874"
"9.80300","0.00000","-6.36786"
"9.81300","0.00000","-6.32261"
"9.82300","0.00000","-6.27759"
"9.83300","0.00000","-6.23037"
"9.84300","0.00000","-6.18148"
"9.85300","0.00000","-6.13418"
"9.86300","0.00000","-6.08814"
"9.87300","0.00000","-6.04077"
"9.88300","0.00000","-5.99007"
"9.89300","0.00000","-5.93769"
"9.90300","0.00000","-5.88966"
"9.91300","0.00000","-5.84652"
"9.92300","0.00000","-5.80608"
"9.93300","0.00000","-5.76450"
"9.94300","0.00000","-5.71496"
"9.95300","0.00000","-5.66038"
"9.96300","0.00000","-5.60498"
"9.97300","0.00000","-5.55063"
"9.98300","0.00000","-5.50192"
"9.99300","0.00000","-5.46122"
"10.00300","0.00000","-5.42130"
"10.01300","0.00000","-5.37586"
"10.02300","0.00000","-5.32576"
"10.03300","0.00000","-5.27249"
"10.04300","0.00000","-5.22184"
"10.05300","0.00000","-5.18061"
"10.06300","0.00000","-5.14113"
"10.07300","0.00000","-5.09606"
"10.08300","0.00000","-5.04256"
"10.09300","0.00000","-4.98658"
"10.10300","0.00000","-4.93232"
"10.11300","0.00000","-4.88645"
"10.12300","0.00000","-4.84958"
"10.13300","0.00000","-4.80962"
"10.14300","0.00000","-4.76056"
"10.15300","0.00000","-4.70355"
"10.16300","0.00000","-4.64788"
"10.17300","0.00000","-4.60090"
"10.18300","0.00000","-4.55867"
"10.19300","0.00000","-4.51617"
"10.20300","0.00000","-4.46913"
"10.21300","0.00000","-4.41741"
"10.22300","0.00000","-4.36406"
"10.23300","0.00000","-4.31340"
"10.24300","0.00000","-4.26920"
"10.25300","0.00000","-4.22846"
"10.26300","0.00000","-4.18840"
"10.27300","0.00000","-4.13938"
"10.28300","0.00000","-4.07729"
"10.29300","0.00000","-4.01327"
"10.30300","0.00000","-3.95962"
"10.31300","0.00000","-3.91840"
"10.32300","0.00000","-3.88232"
"10.33300","0.00000","-3.84488"
"10.34300","0.00000","-3.79782"
"10.35300","0.00000","-3.74139"
"10.36300","0.00000","-3.68607"
"10.37300","0.00000","-3.63218"
"10.38300","0.00000","-3.58507"
"10.39300","0.00000","-3.54413"
"10.40300","0.00000","-3.50398"
"10.41300","0.00000","-3.46146"
"10.42300","0.00000","-3.41549"
"10.43300","0.00000","-3.36798"
"10.44300","0.00000","-3.31843"
"10.45300","0.00000","-3.26657"
"10.46300","0.00000","-3.21158"
"10.47300","0.00000","-3.15643"
"10.48300","0.00000","-3.10731"
"10.49300","0.00000","-3.06422"
"10.50300","0.00000","-3.02542"
"10.51300","0.00000","-2.98427"
"10.52300","0.00000","-2.93847"
"10.53300","0.00000","-2.88888"
"10.54300","0.00000","-2.83506"
"10.55300","0.00000","-2.78149"
"10.56300","0.00000","-2.72922"
"10.57300","0.00000","-2.68284"
"10.58300","0.00000","-2.64107"
"10.59300","0.00000","-2.59944"
"10.60300","0.00000","-2.55602"
"10.61300","0.00000","-2.50819"
"10.62300","0.00000","-2.45968"
"10.63300","0.00000","-2.40877"
"10.64300","0.00000","-2.35739"
"10.65300","0.00000","-2.30759"
"10.66300","0.00000","-2.25746"
"10.67300","0.00000","-2.20901"
"10.68300","0.00000","-2.16106"
"10.69300","0.00000","-2.11509"
"10.70300","0.00000","-2.06992"
"10.71300","0.00000","-2.02104"
"10.72300","0.00000","-1.97056"
"10.73300","0.00000","-1.92087"
"10.74300","0.00000","-1.87543"
"10.75300","0.00000","-1.83259"
"10.76300","0.00000","-1.79146"
"10.77300","0.00000","-1.74584"
"10.78300","0.00000","-1.69332"
"10.79300","0.00000","-1.63993"
"10.80300","0.00000","-1.58921"
"10.81300","0.00000","-1.54361"
"10.82300","0.00000","-1.50190"
"10.83300","0.00000","-1.45972"
"10.84300","0.00000","-1.41283"
"10.85300","0.00000","-1.35903"
"10.86300","0.00000","-1.30483"
"10.87300","0.00000","-1.25339"
"10.88300","0.00000","-1.21065"
"10.89300","0.00000","-1.17179"
"10.90300","0.00000","-1.12814"
"10.91300","0.00000","-1.08027"
"10.92300","0.00000","-1.03014"
"10.93300","0.00000","-0.98282"
"10.94300","0.00000","-0.93537"
"10.95300","0.00000","-0.88949"
"10.96300","0.00000","-0.84166"
"10.97300","0.00000","-0.79247"
"10.98300","0.00000","-0.74543"
"10.99300","0.00000","-0.69965"
"11.00300","0.00000","-0.65865"
"11.01300","0.00000","-0.61580"
"11.02300","0.00000","-0.56676"
"11.03300","0.00000","-0.51390"
"11.04300","0.00000","-0.45692"
"11.05300","0.00000","-0.40168"
"11.06300","0.00000","-0.35422"
"11.07300","0.00000","-0.31601"
"11.08300","0.00000","-0.28065"
"11.09300","0.00000","-0.24146"
"11.10300","0.00000","-0.19454"
"11.11300","0.00000","-0.13499"
"11.12300","0.00000","-0.07176"
"11.13300","0.00000","-0.01523"
"11.14300","0.00000","0.03160"
"11.15300","0.00000","0.07060"
"11.16300","0.00000","0.10758"
"11.17300","0.00000","0.14865"
"11.18300","0.00000","0.19983"
"11.19300","0.00000","0.25713"
"11.20300","0.00000","0.31542"
"11.21300","0.00000","0.36713"
"11.22300","0.00000","0.41146"
"11.23300","0.00000","0.45796"
"11.24300","0.00000","0.50854"
"11.25300","0.00000","0.55992"
"11.26300","0.00000","0.60616"
"11.27300","0.00000","0.64576"
"11.28300","0.00000","0.68567"
"11.29300","0.00000","0.73314"
"11.30300","0.00000","0.78891"
"11.31300","0.00000","0.84818"
"11.32300","0.00000","0.90352"
"11.33300","0.00000","0.94780"
"11.34300","0.00000","0.98130"
"11.35300","0.00000","1.01634"
"11.36300","0.00000","1.06357"
"11.37300","0.00000","1.12329"
"11.38300","0.00000","1.18555"
"11.39300","0.00000","1.23812"
"11.40300","0.00000","1.27973"
"11.41300","0.00000","1.31515"
"11.42300","0.00000","1.35611"
"11.43300","0.00000","1.40466"
"11.44300","0.00000","1.45848"
"11.45300","0.00000","1.51366"
"11.46300","0.00000","1.56443"
"11.47300","0.00000","1.60951"
"11.48300","0.00000","1.65265"
"11.49300","0.00000","1.70134"
"11.50300","0.00000","1.75464"
"11.51300","0.00000","1.80707"
"11.52300","0.00000","1.85494"
"11.53300","0.00000","1.89642"
"11.54300","0.00000","1.93763"
"11.55300","0.00000","1.98520"
"11.56300","0.00000","2.03682"
"11.57300","0.00000","2.08664"
"11.58300","0.00000","2.13264"
"11.59300","0.00000","2.17890"
"11.60300","0.00000","2.22598"
"11.61300","0.00000","2.27796"
"11.62300","0.00000","2.33126"
"11.63300","0.00000","2.38283"
"11.64300","0.00000","2.42908"
"11.65300","0.00000","2.46887"
"11.66300","0.00000","2.51081"
"11.67300","0.00000","2.55652"
"11.68300","0.00000","2.60962"
"11.69300","0.00000","2.66656"
"11.70300","0.00000","2.71887"
"11.71300","0.00000","2.76298"
"11.72300","0.00000","2.80220"
"11.73300","0.00000","2.84691"
"11.74300","0.00000","2.89786"
"11.75300","0.00000","2.94965"
"11.76300","0.00000","2.99828"
"11.77300","0.00000","3.04131"
"11.78300","0.00000","3.08511"
"11.79300","0.00000","3.13236"
"11.80300","0.00000","3.18495"
"11.81300","0.00000","3.24180"
"11.82300","0.00000","3.29659"
"11.83300","0.00000","3.34320"
"11.84300","0.00000","3.38054"
"11.85300","0.00000","3.41662"
"11.86300","0.00000","3.46059"
"11.87300","0.00000","3.51788"
"11.88300","0.00000","3.57798"
"11.89300","0.00000","3.62893"
"11.90300","0.00000","3.67400"
"11.91300","0.00000","3.71425"
"11.92300","0.00000","3.75275"
"11.93300","0.00000","3.79657"
"11.94300","0.00000","3.84610"
"11.95300","0.00000","3.90171"
"11.96300","0.00000","3.96016"
"11.97300","0.00000","4.01200"
"11.98300","0.00000","4.05215"
"11.99300","0.00000","4.08831"
"12.00300","0.00000","4.13167"
"12.01300","0.00000","4.18266"
"12.02300","0.00000","4.23664"
"12.03300","0.00000","4.28894"
"12.04300","0.00000","4.33716"
"12.05300","0.00000","4.38509"
"12.06300","0.00000","4.43209"
"12.07300","0.00000","4.48340"
"12.08300","0.00000","4.53862"
"12.09300","0.00000","4.58875"
"12.10300","0.00000","4.62989"
"12.11300","0.00000","4.66782"
"12.12300","0.00000","4.71044"
"12.13300","0.00000","4.76270"
"12.14300","0.00000","4.82370"
"12.15300","0.00000","4.88247"
"12.16300","0.00000","4.93352"
"12.17300","0.00000","4.97983"
"12.18300","0.00000","5.02028"
"12.19300","0.00000","5.05921"
"12.20300","0.00000","5.10439"
"12.21300","0.00000","5.15826"
"12.22300","0.00000","5.21551"
"12.23300","0.00000","5.26801"
"12.24300","0.00000","5.31236"
"12.25300","0.00000","5.35111"
"12.26300","0.00000","5.39511"
"12.27300","0.00000","5.44843"
"12.28300","0.00000","5.50428"
"12.29300","0.00000","5.55617"
"12.30300","0.00000","5.60205"
"12.31300","0.00000","5.64457"
"12.32300","0.00000","5.68637"
"12.33300","0.00000","5.73152"
"12.34300","0.00000","5.78326"
"12.35300","0.00000","5.83320"
"12.36300","0.00000","5.88221"
"12.37300","0.00000","5.93046"
"12.38300","0.00000","5.97912"
"12.39300","0.00000","6.03448"
"12.40300","0.00000","6.08794"
"12.41300","0.00000","6.13565"
"12.42300","0.00000","6.17543"
"12.43300","0.00000","6.21267"
"12.44300","0.00000","6.25631"
"12.45300","0.00000","6.30925"
"12.46300","0.00000","6.36729"
"12.47300","0.00000","6.42263"
"12.48300","0.00000","6.47463"
"12.49300","0.00000","6.51761"
"12.50300","0.00000","6.55661"
"12.51300","0.00000","6.59629"
"12.52300","0.00000","6.64126"
"12.53300","0.00000","6.69544"
"12.54300","0.00000","6.75266"
"12.55300","0.00000","6.80604"
"12.56300","0.00000","6.85313"
"12.57300","0.00000","6.90036"
"12.58300","0.00000","6.94750"
"12.59300","0.00000","6.99186"
"12.60300","0.00000","7.03849"
"12.61300","0.00000","7.08496"
"12.62300","0.00000","7.13295"
"12.63300","0.00000","7.18466"
"12.64300","0.00000","7.23951"
"12.65300","0.00000","7.29111"
"12.66300","0.00000","7.33541"
"12.67300","0.00000","7.37554"
"12.68300","0.00000","7.41419"
"12.69300","0.00000","7.46044"
"12.70300","0.00000","7.51641"
"12.71300","0.00000","7.57419"
"12.72300","0.00000","7.62977"
"12.73300","0.00000","7.67815"
"12.74300","0.00000","7.71885"
"12.75300","0.00000","7.75872"
"12.76300","0.00000","7.80206"
"12.77300","0.00000","7.85151"
"12.78300","0.00000","7.90667"
"12.79300","0.00000","7.95984"
"12.80300","0.00000","8.00627"
"12.81300","0.00000","8.04996"
"12.82300","0.00000","8.09412"
"12.83300","0.00000","8.14065"
"12.84300","0.00000","8.19322"
"12.85300","0.00000","8.24692"
"12.86300","0.00000","8.29859"
"12.87300","0.00000","8.34691"
"12.88300","0.00000","8.39007"
"12.89300","0.00000","8.43255"
"12.90300","0.00000","8.47864"
"12.91300","0.00000","8.52934"
"12.92300","0.00000","8.58002"
"12.93300","0.00000","8.62977"
"12.94300","0.00000","8.68254"
"12.95300","0.00000","8.73587"
"12.96300","0.00000","8.78674"
"12.97300","0.00000","8.81149"
"12.98300","0.00000","8.80285"
"12.99300","0.00000","8.77000"
"13.00300","0.00000","8.72258"
"13.01300","0.00000","8.66928"
"13.02300","0.00000","8.61786"
"13.03300","0.00000","8.57368"
"13.04300","0.00000","8.53353"
"13.05300","0.00000","8.48875"
"13.06300","0.00000","8.43439"
"13.07300","0.00000","8.37275"
"13.08300","0.00000","8.31431"
"13.09300","0.00000","8.26306"
"13.10300","0.00000","8.22054"
"13.11300","0.00000","8.18430"
"13.12300","0.00000","8.14447"
"13.13300","0.00000","8.09889"
"13.14300","0.00000","8.04818"
"13.15300","0.00000","7.99188"
"13.16300","0.00000","7.93492"
"13.17300","0.00000","7.88259"
"13.18300","0.00000","7.83788"
"13.19300","0.00000","7.79658"
"13.20300","0.00000","7.75500"
"13.21300","0.00000","7.71143"
"13.22300","0.00000","7.66510"
"13.23300","0.00000","7.61540"
"13.24300","0.00000","7.56213"
"13.25300","0.00000","7.50889"
"13.26300","0.00000","7.45689"
"13.27300","0.00000","7.40390"
"13.28300","0.00000","7.35537"
"13.29300","0.00000","7.31143"
"13.30300","0.00000","7.27387"
"13.31300","0.00000","7.23503"
"13.32300","0.00000","7.18978"
"13.33300","0.00000","7.13402"
"13.34300","0.00000","7.07141"
"13.35300","0.00000","7.01445"
"13.36300","0.00000","6.96698"
"13.37300","0.00000","6.92659"
"13.38300","0.00000","6.88902"
"13.39300","0.00000","6.84595"
"13.40300","0.00000","6.79657"
"13.41300","0.00000","6.74302"
"13.42300","0.00000","6.68941"
"13.43300","0.00000","6.63620"
"13.44300","0.00000","6.58431"
"13.45300","0.00000","6.53665"
"13.46300","0.00000","6.49059"
"13.47300","0.00000","6.44538"
"13.48300","0.00000","6.40206"
"13.49300","0.00000","6.35772"
"13.50300","0.00000","6.30593"
"13.51300","0.00000","6.25145"
"13.52300","0.00000","6.20068"
"13.53300","0.00000","6.15195"
"13.54300","0.00000","6.10919"
"13.55300","0.00000","6.06575"
"13.56300","0.00000","6.01579"
"13.57300","0.00000","5.96824"
"13.58300","0.00000","5.91858"
"13.59300","0.00000","5.86856"
"13.60300","0.00000","5.81793"
"13.61300","0.00000","5.77158"
"13.62300","0.00000","5.72708"
"13.63300","0.00000","5.68035"
"13.64300","0.00000","5.62755"
"13.65300","0.00000","5.57282"
"13.66300","0.00000","5.52603"
"13.67300","0.00000","5.48479"
"13.68300","0.00000","5.44254"
"13.69300","0.00000","5.39413"
"13.70300","0.00000","5.34084"
"13.71300","0.00000","5.28906"
"13.72300","0.00000","5.24031"
"13.73300","0.00000","5.19280"
"13.74300","0.00000","5.14551"
"13.75300","0.00000","5.09768"
"13.76300","0.00000","5.04998"
"13.77300","0.00000","5.00109"
"13.78300","0.00000","4.95483"
"13.79300","0.00000","4.91029"
"13.80300","0.00000","4.86491"
"13.81300","0.00000","4.81666"
"13.82300","0.00000","4.76145"
"13.83300","0.00000","4.70435"
"13.84300","0.00000","4.65300"
"13.85300","0.00000","4.60908"
"13.86300","0.00000","4.57022"
"13.87300","0.00000","4.53043"
"13.88300","0.00000","4.48394"
"13.89300","0.00000","4.42650"
"13.90300","0.00000","4.36708"
"13.91300","0.00000","4.31270"
"13.92300","0.00000","4.26464"
"13.93300","0.00000","4.21942"
"13.94300","0.00000","4.17410"
"13.95300","0.00000","4.12982"
"13.96300","0.00000","4.08180"
"13.97300","0.00000","4.03491"
"13.98300","0.00000","3.98927"
"13.99300","0.00000","3.94129"
"14.00300","0.00000","3.89143"
"14.01300","0.00000","3.83998"
"14.02300","0.00000","3.78762"
"14.03300","0.00000","3.73647"
"14.04300","0.00000","3.69362"
"14.05300","0.00000","3.65573"
"14.06300","0.00000","3.61462"
"14.07300","0.00000","3.56836"
"14.08300","0.00000","3.51424"
"14.09300","0.00000","3.45449"
"14.10300","0.00000","3.39802"
"14.11300","0.00000","3.35193"
"14.12300","0.00000","3.31447"
"14.13300","0.00000","3.27534"
"14.14300","0.00000","3.22996"
"14.15300","0.00000","3.17648"
"14.16300","0.00000","3.11829"
"14.17300","0.00000","3.06233"
"14.18300","0.00000","3.01429"
"14.19300","0.00000","2.97279"
"14.20300","0.00000","2.92866"
"14.21300","0.00000","2.88077"
"14.22300","0.00000","2.83286"
"14.23300","0.00000","2.78740"
"14.24300","0.00000","2.74695"
"14.25300","0.00000","2.70348"
"14.26300","0.00000","2.65126"
"14.27300","0.00000","2.59174"
"14.28300","0.00000","2.53544"
"14.29300","0.00000","2.49109"
"14.30300","0.00000","2.45414"
"14.31300","0.00000","2.41875"
"14.32300","0.00000","2.37238"
"14.33300","0.00000","2.31585"
"14.34300","0.00000","2.25689"
"14.35300","0.00000","2.20185"
"14.36300","0.00000","2.15865"
"14.37300","0.00000","2.12193"
"14.38300","0.00000","2.07920"
"14.39300","0.00000","2.02667"
"14.40300","0.00000","1.96835"
"14.41300","0.00000","1.91329"
"14.42300","0.00000","1.86993"
"14.43300","0.00000","1.83509"
"14.44300","0.00000","1.79658"
"14.45300","0.00000","1.74926"
"14.46300","0.00000","1.69247"
"14.47300","0.00000","1.63140"
"14.48300","0.00000","1.57835"
"14.49300","0.00000","1.53495"
"14.50300","0.00000","1.49287"
"14.51300","0.00000","1.44842"
"14.52300","0.00000","1.39816"
"14.53300","0.00000","1.34181"
"14.54300","0.00000","1.28847"
"14.55300","0.00000","1.24416"
"14.56300","0.00000","1.20410"
"14.57300","0.00000","1.16669"
"14.58300","0.00000","1.11969"
